,subject,relation,object,subject_entity,object_entity,sentence
144,Beetlejuice,director,Tim Burton,Q320384,Q56008,"Beetlejuice is a 1988 American horror comedy film directed by Tim Burton, produced by the Geffen Company, and distributed by Warner Bros. Pictures."
145,GoldenEye,director,Martin Campbell,Q19089,Q282033,GoldenEye was directed by Martin Campbell and is the first in the series not to utilize any story elements from the works of novelist Ian Fleming.
146,The Free Will,director,Matthias Glasner,Q320319,Q100325,The Free Will (German: Der freie Wille) is a 2006 German drama film directed by Matthias Glasner.
147,Robin Hood and the Pirates,director,Giorgio Simonelli,Q188323,Q1010090,"Robin Hood and the Pirates (Italian: Robin Hood e i pirati) is a 1960 Italian adventure film directed by Giorgio Simonelli, and starring Lex Barker and Jackie Lane."
148,Be Kind Rewind,director,Michel Gondry,Q320236,Q126098,"Be Kind Rewind is a 2008 comedy film written and directed by Michel Gondry, and starring Jack Black, Mos Def, Melonie Diaz, Danny Glover, Mia Farrow and Sigourney Weaver."
149,Virtuosity,director,Brett Leonard,Q187414,Q736300,Virtuosity is a 1995 American science fiction action film directed by Brett Leonard and starring Denzel Washington and Russell Crowe.
150,Code Name: Wild Geese,director,Antonio Margheriti,Q322364,Q603216,"Code Name: Wild Geese (Italian: Arcobaleno selvaggio, German: Geheimcode: WildgÃ¤nse) is a 1984 West German-Italian Euro War film directed by Antonio Margheriti and starring Lewis Collins in the first of Code Name : Wild Geese's three mercenary war films."
151,Anatomy of t.A.T.u.,director,Vitaly Mansky,Q488362,Q1660652,"), is a documentary film directed by Vitaly Mansky, chronicling the lives of the group t.A.T.u."
152,Seduction: The Cruel Woman,director,Elfi Mikesch,Q321468,Q1328532,"Seduction: The Cruel Woman (VerfÃ¼hrung: Die grausame Frau) is a 1985 West German film, directed by Elfi Mikesch and Monika Treut, who both also wrote the screenplay."
153,Teknolust,director,Lynn Hershman Leeson,Q323771,Q6709060,"Teknolust is a 2002 film written, produced, and directed by Lynn Hershman Leeson who, at the time of production, was working in the art department at University of California, Davis."
154,Dead Men Don't Count,director,Rafael Romero Marchent,Q240061,Q930168,"Dead Men Don't Count (Spanish: Â¿QuiÃ©n grita venganza?, Italian: I morti non si contano, also known as Cry for Revenge) is a 1968 Spanish-Italian Spaghetti Western film written and directed by Rafael Romero Marchent."
155,Madigan,director,Don Siegel,Q45304,Q358322,"Madigan is a 1968 American neo-noir crime drama thriller film directed by Don Siegel (as Donald Siegal) and starring Richard Widmark, Henry Fonda and Inger Stevens The screenplay-originally titled Friday, Saturday, Sunday-was adapted by two writers who had been blacklisted in the 1950s, Howard Rodman (credited here under the pseudonym Henri Simoun) and Abraham Polonsky."
156,The Nightmare Before Christmas,director,Henry Selick,Q322328,Q514859,"The Nightmare Before Christmas (also known as Tim Burton's The Nightmare Before Christmas) is a 1993 American stop-motion animated musical Halloween-Christmas dark fantasy film directed by Henry Selick, and produced and conceived by Tim Burton."
157,Female Perversions,director,Susan Streitfeld,Q321454,Q36844215,"Female Perversions is a 1996 drama film, the first feature directed by Susan Streitfeld, which stars Tilda Swinton, Amy Madigan, Karen Sillas, Frances Fisher, Paulina Porizkova, and Clancy Brown."
158,Yesterday Girl,director,Alexander Kluge,Q321957,Q60637,"Yesterday Girl (German: Abschied von gestern, ""Farewell to Yesterday"") is a 1966 drama film directed and written by Alexander Kluge."
159,Circus of Fear,director,Werner Jacobs,Q323820,Q97799,Werner Jacobs directed the version release in West Germany.
160,"Ricardo, Miriam y Fidel",director,Christian Frei,Q239907,Q123400,"Ricardo, Miriam y Fidel is the first feature-length documentary of the Swiss director Christian Frei."
161,The Borrower,director,John McNaughton,Q240194,Q522382,"The Borrower is a 1991 American science fiction horror film directed by John McNaughton and starring Rae Dawn Chong, Tom Towles and Antonio Fargas."
162,Palermo or Wolfsburg,director,Werner Schroeter,Q322107,Q62323,Palermo or Wolfsburg (German: Palermo oder Wolfsburg) is a 1980 West German film by Werner Schroeter.
163,Der Postmeister,director,Gustav Ucicky,Q322346,Q78666,Der Postmeister (English:  The Postmaster or The Stationmaster) is a 1940 Austrian-German film directed by Gustav Ucicky.
164,The Sons of Great Bear,director,Josef Mach,Q323401,Q331311,"The Sons of Great Bear (German: Die SÃ¶hne der groÃen BÃ¤rin; literally, The Sons of the Great She-Bear) is a 1966 East German Western film, directed by the Czechoslovak filmmaker Josef Mach and starring the Yugoslav actor Gojko MitiÄ in the leading role of Tokei-ihto."
165,Roadside Romeo,director,Jugal Hansraj,Q46918,Q2347167,"Roadside Romeo is a 2008 3D Indian-American computer animated romantic comedy film written and directed by Jugal Hansraj in his directorial debut., produced by Aditya Chopra and Yash Chopra of Yash Raj Films and distributed by Walt Disney Studios Motion Pictures in United States, United Kingdom and India."
166,The Dark Knight Rises,director,Christopher Nolan,Q189330,Q25191,"The Dark Knight Rises is a 2012 superhero film directed by Christopher Nolan, who co-wrote the screenplay with his brother Jonathan Nolan, and the story with David S. Goyer."
167,The Last Stage,director,Wanda Jakubowska,Q322105,Q437696,"The Last Stage (Polish: Ostatni etap) is a 1947 Polish feature film directed and co-written by Wanda Jakubowska, depicting her experiences in the Auschwitz concentration camp during World War II."
168,Guys and Balls,director,Sherry Hormann,Q240535,Q2278451,"Guys and Balls (German: MÃ¤nner wie wir, literally Men like us, UK title: Balls) is a 2004 sports comedy/romance film by German American director Sherry Hormann about a gay goalkeeper who assembles a gay-only soccer team to play against his ex-team, which fired him due to homophobia."
169,Achanurangatha Veedu,director,Lal Jose,Q45268,Q6480060,'The House Where the Father Doesn't Sleep') is a 2006 Indian Malayalam-language drama film directed by Lal Jose and written by Babu Janardhanan.
170,The Cave of the Yellow Dog,director,Byambasuren Davaa,Q322139,Q467764,The Cave of the Yellow Dog (Mongolian   ) is a 2005 Mongolian/German film written and directed by Byambasuren Davaa.
171,Rocky,director,John G. Avildsen,Q188652,Q260125,"Rocky is a 1976 American sports drama film directed by John G. Avildsen, written by and starring Sylvester Stallone."
172,The Mummy Returns,director,Stephen Sommers,Q320461,Q363402,"The Mummy Returns is a 2001 American action-adventure fantasy horror film, written and directed by Stephen Sommers, starring Brendan Fraser, Rachel Weisz, John Hannah, Arnold Vosloo, Oded Fehr, Patricia VelÃ¡squez, and Dwayne Johnson."
173,Who's Harry Crumb?,director,Paul Flaherty,Q186445,Q113503224,"Paul Flaherty directed the film, which co-stars Annie Potts, Jeffrey Jones and Shawnee Smith."
174,Anatomy of a Murder,director,Otto Preminger,Q488376,Q52997,Anatomy of a Murder is a 1959 American courtroom drama crime film produced and directed by Otto Preminger.
175,Kamikaze 1989,director,Wolf Gremm,Q323787,Q98062,"Kamikaze 1989 is a 1982 West German cyberpunk thriller film co-written and directed by Wolf Gremm, based on the 1964 novel Murder on the Thirty-First Floor by Per WahlÃ¶Ã¶."
176,Hollow Point,director,Sidney J. Furie,Q490204,Q1359422,"Hollow Point is a 1996 film directed by Sidney J. Furie and starring Thomas Ian Griffith, Tia Carrere, John Lithgow, and Donald Sutherland."
177,Tu mi turbi,director,Roberto Benigni,Q19276,Q23301,"Tu mi turbi (also known as You Upset Me and You Disturb Me) is a 1983 Italian anthology comedy film written, directed and starred by Roberto Benigni."
178,In the Cut,director,Jane Campion,Q59572,Q230448,The novel was adapted into a feature film of the same name in 2003 by director Jane Campion.
179,Secret Things,director,Jean-Claude Brisseau,Q59722,Q953105,"Secret Things (French: Choses secrÃ¨tes) is a 2002 French erotic thriller film directed by Jean-Claude Brisseau, starring Coralie Revel and Sabrina Seyvecou."
180,The Million Pound Note,director,Ronald Neame,Q490300,Q460090,"The Million Pound Note (released as Man with a Million and as Big Money in the U.S.) is a 1954 British comedy, directed by Ronald Neame and starring Gregory Peck."
181,Favorites of the Moon,director,Otar Iosseliani,Q46533,Q321365,Les Favoris de la lune (internationally released as Favorites of the Moon) is a 1984 French drama film written and directed by Otar Iosseliani.
182,The Rosebud Beach Hotel,director,Harry Hurwitz,Q324352,Q15438432,The Rosebud Beach Hotel is a 1984 film directed by Harry Hurwitz.
183,The Cabin in the Woods,director,Drew Goddard,Q45394,Q922368,"The Cabin in the Woods is a 2012 American horror comedy film directed by Drew Goddard in his directorial debut, produced by Joss Whedon, and written by Whedon and Goddard."
184,I've Heard the Mermaids Singing,director,Patricia Rozema,Q488595,Q273164,"I've Heard the Mermaids Singing is a 1987 comedy-drama film directed by Patricia Rozema and starring Sheila McCarthy, Paule Baillargeon, and Ann-Marie MacDonald."
185,Anthropophagous 2000,director,Andreas Schnaas,Q324694,Q67727,"Anthropophagous 2000 is a 1999 German horror film directed by Andreas Schnaas, and written by Karl-Heinz Geisendorf."
186,Portrait of a Beauty,director,Jeon Yun-su,Q487376,Q19364547,Portrait of a Beauty (Korean:Â ; RR:Â Miindo) is a 2008 South Korean film directed by Jeon Yun-su.
187,The Indian Scarf,director,Alfred Vohrer,Q45679,Q76398,The Indian Scarf (German: Das indische Tuch) is a 1963 West German crime film directed by Alfred Vohrer.
188,Passenger 57,director,Kevin Hooks,Q325691,Q2453153,Passenger 57 is a 1992 American action thriller film directed by Kevin Hooks.
189,The House That Dripped Blood,director,Peter Duffell,Q324615,Q7173760,The House That Dripped Blood is a 1971 British horror anthology film directed by Peter Duffell and distributed by Amicus Productions.
190,Star Trek V: The Final Frontier,director,William Shatner,Q241218,Q16297,Star Trek V: The Final Frontier is a 1989 American science fiction film directed by William Shatner and based on the television series Star Trek created by Gene Roddenberry.
191,The Fruit is Ripe,director,Sigi Rothemund,Q324841,Q2284752,'Greek Figs') is a 1977 German softcore erotic comedy film directed by Sigi Rothemund.
192,The Taste of Money,director,Im Sang-soo,Q487487,Q483616,"A decadent and sensational film that presents biting commentary on the rich and famous, The Taste of Money is Im Sang-soo's seventh film."
193,The Hunchback of Rome,director,Carlo Lizzani,Q489133,Q26208,Il gobbo (internationally released as The Hunchback of Rome) is a 1960 Italian crime-drama film directed by Carlo Lizzani.
194,Seven Psychopaths,director,Martin McDonagh,Q59610,Q372394,Seven Psychopaths is a 2012 dark comedy crime film written and directed by Martin McDonagh.
195,Austin Powers: The Spy Who Shagged Me,director,Jay Roach,Q487978,Q524278,Austin Powers: The Spy Who Shagged Me is a 1999 American spy comedy film directed by Jay Roach.
196,The Sweet Sex and Love,director,Bong Man-dae,Q487358,Q19483841,The Sweet Sex and Love was directed by Bong Man-dae and starred Kim Seo-hyung and Kim Sung-soo.
197,Seven Samurai,director,Akira Kurosawa,Q189540,Q8006,"Seven Samurai (Japanese: , Hepburn: Shichinin no Samurai) is a 1954 Japanese epic samurai drama film co-written, edited, and directed by Akira Kurosawa."
198,Road to Singapore,director,Victor Schertzinger,Q325538,Q707999,"Road to Singapore is a 1940 American semi-musical comedy film directed by Victor Schertzinger and starring Bing Crosby, Dorothy Lamour and Bob Hope."
199,Mapado,director,Choo Chang-min,Q487516,Q5104728,Mapado (Korean:Â ) is a 2005 South Korean film directed by Choo Chang-min.
200,Innocence of Muslims,director,Nakoula Basseley Nakoula,Q487612,Q652025,Innocence of Muslims is an anti-Islamic short film that was written and produced by Nakoula Basseley Nakoula.
201,Rocky III,director,Sylvester Stallone,Q241504,Q40026,"Rocky III is a 1982 American sports drama film written, directed by, and starring Sylvester Stallone."
202,Samurai II: Duel at Ichijoji Temple,director,Hiroshi Inagaki,Q325621,Q960868,"Duel at Ichijoji Temple (, Zoku Miyamoto Musashi: IchijÅji no KettÅ) is a color 1955 Japanese film directed by Hiroshi Inagaki starring Toshiro Mifune."
203,Fat Girl,director,Catherine Breillat,Q59503,Q289054,"is a 2001 French drama film written and directed by Catherine Breillat, and starring AnaÃ¯s Reboux and Roxane Mesquida."
204,Love Actually,director,Richard Curtis,Q190588,Q355300,Love Actually is a 2003 Christmas-themed romantic comedy film written and directed by Richard Curtis.
205,Fight Club,director,David Fincher,Q190050,Q184903,"Fight Club is a 1999 American film directed by David Fincher and starring Brad Pitt, Edward Norton, and Helena Bonham Carter."
206,Paradise Alley,director,Sylvester Stallone,Q19268,Q40026,"Paradise Alley is a 1978 American sports drama film written, directed by and starring Sylvester Stallone, in his feature film directorial debut."
207,Memories of Murder,director,Bong Joon-ho,Q488169,Q495980,Memories of Murder (Korean:Â  ; RR:Â Sarinui chueok) is a 2003 South Korean crime drama film co-written and directed by Bong Joon-ho.
208,3-Iron,director,Kim Ki-duk,Q489818,Q212990,"""Empty House"") is a 2004 romantic drama film written, produced and directed by Kim Ki-duk."
209,Timecop,director,Peter Hyams,Q240849,Q458766,Timecop is a 1994 American science fiction action film directed by Peter Hyams and co-written by Mike Richardson and Mark Verheiden.
210,Voice of a Murderer,director,Park Jin-pyo,Q491549,Q12597221,"""His Voice"") is a 2007 South Korean crime thriller-drama film written and directed by Park Jin-pyo, starring Sol Kyung-gu and Kim Nam-joo."
211,50 First Dates,director,Peter Segal,Q241482,Q339551,"50 First Dates is a 2004 American romantic comedy film directed by Peter Segal and starring Adam Sandler, Drew Barrymore, Rob Schneider, Sean Astin, Blake Clark, and Dan Aykroyd."
212,Lettere di una novizia,director,Alberto Lattuada,Q46361,Q59204,Lettere di una novizia (internationally released as Letters by a Novice and Rita) is a 1960 Italian drama film directed by Alberto Lattuada.
213,Venus Beauty Institute,director,Tonie Marshall,Q240765,Q2555171,The film is directed by Tonie Marshall.
214,Tell No One,director,Guillaume Canet,Q59567,Q314403,"Written by Canet and Philippe Lefebvre and starring François Cluzet, the film won four categories at the 2007 César Awards in France: Best Director (Guillaume Canet), Best Actor (François Cluzet), Best Editing and Best Music Written for a Film."
215,Some Like It Hot,director,Billy Wilder,Q190086,Q51547,The screenplay by Billy Wilder and I.
216,Who's Afraid of Virginia Woolf?,director,Mike Nichols,Q325643,Q51537,"The film adaptation was released in 1966, written by Ernest Lehman, directed by Mike Nichols, and starring Richard Burton, Elizabeth Taylor, George Segal and Sandy Dennis."
217,Russian Ark,director,Alexander Sokurov,Q59721,Q55172,"Russian Ark (Russian:  , Russkij Kovcheg) is a 2002 experimental historical drama film directed by Alexander Sokurov."
218,Anatomy of Hell,director,Catherine Breillat,Q59531,Q289054,Anatomy of Hell (French: Anatomie de l'enfer) is a 2004 French erotic drama film directed by Catherine Breillat and written by Breillat based on her 2001 novel Pornocratie.
219,My Friend from Faro,director,Nana Neul,Q325901,Q21511943,My Friend from Faro marks the directorial debut of Nana Neul and stars Anjorka Strechel and Lucie Hollmann.
220,My Boss,director,Jeethu Joseph,Q32780,Q14566057,My Boss is the third film by Jeethu Joseph.
221,Sundance and the Kid,director,Duccio Tessari,Q488140,Q716460,"'Alive or Preferably Dead') a 1969 Spaghetti Western comedy directed by Duccio Tessari and starring Giuliano Gemma, Nino Benvenuti, and Sydne Rome."
222,Main Madhuri Dixit Banna Chahti Hoon,director,Chandan Arora,Q45987,Q5070934,Main Madhuri Dixit Banna Chahti Hoon (English: I Want To Be Madhuri Dixit) is a 2003 Indian Hindi-language comedy-drama film directed by Chandan Arora and produced by Ram Gopal Varma.
223,Jakob the Liar,director,Peter Kassovitz,Q240894,Q331007,"Jakob the Liar is a 1999 American war comedy-drama film directed by Peter Kassovitz, produced by Steven Haft, Marsha Garces Williams and written by Kassovitz and Didier Decoin."
224,The Weather Man,director,Gore Verbinski,Q60296,Q295463,"The Weather Man is a 2005 American comedy-drama film directed by Gore Verbinski, written by Steve Conrad, and starring Nicolas Cage, Michael Caine and Hope Davis."
225,Five Senses of Eros,director,Hur Jin-ho,Q490764,Q487607,"The shorts are: Five Senses of Eros's Concern, directed by Daniel H. Byun; I'm Right Here (Korean:Â , ; RR:Â Na, Yeogi Isseoyo), directed by Hur Jin-ho; The 33rd Man (Korean:Â 33 ; RR:Â 33beonjjae Namja), directed by Yoo Young-sik; In My End Is My Beginning (Korean:Â  ; RR:Â Ggeutgwa Sijak), directed by Min Kyu-dong; and Believe in the Moment (Korean:Â  ; RR:Â Sunganeul Mideoyo), directed by Oh Ki-hwan."
226,Pornorama,director,Marc Rothemund,Q324351,Q67266,Pornorama  is a 2007 German comedy film directed by Marc Rothemund.
227,Konikar Ramdhenu,director,Jahnu Barua,Q61953,Q378391,Konikar Ramdhenu (Assamese:  ) is a 2003 Indian Assamese language film directed by Jahnu Barua.
228,Bunshinsaba,director,Ahn Byeong-ki,Q324183,Q323668,Bunshinsaba (Korean:Â ) is a 2004 South Korean horror film directed by Ahn Byeong-ki.
229,55 Days at Peking,director,Andrew Marton,Q244115,Q506183,"The film was directed primarily by Nicholas Ray, although Guy Green and Andrew Marton took over in the latter stages of filming after Ray had fallen ill."
230,Little Miss Sunshine,director,Valerie Faris,Q192073,Q13644887,Little Miss Sunshine is a 2006 American comedy-drama road film and the directorial debut of the husband-wife team of Jonathan Dayton and Valerie Faris.
231,The Best Offer,director,Giuseppe Tornatore,Q324011,Q53045,The Best Offer (Italian: La migliore offerta - entitled Deception in the UK) is a 2013 English-language Italian psychological thriller film written and directed by Giuseppe Tornatore.
232,Hannie Caulder,director,Burt Kennedy,Q489042,Q786712,"The film was directed by Burt Kennedy and starred Raquel Welch, Robert Culp and Ernest Borgnine."
233,Pirates of the Caribbean: The Curse of the Black Pearl,director,Gore Verbinski,Q46717,Q295463,Pirates of the Caribbean: The Curse of the Black Pearl is a 2003 American fantasy swashbuckler film directed by Gore Verbinski and the first film in the Pirates of the Caribbean film series.
234,The Bothersome Man,director,Jens Lien,Q490588,Q3741556,The Bothersome Man was directed by Jens Lien after a script by Per H. V. Schreiner.
235,The Con Artists,director,Sergio Corbucci,Q489615,Q55443,"Bluff - storia di truffe e di imbroglioni (internationally released as The Con Artists, Bluff, High Rollers, The Switch, and The Con Man) is a 1976 Italian crime-comedy film directed by Sergio Corbucci."
236,And Now... Ladies and Gentlemen,director,Claude Lelouch,Q489564,Q295093,And now... Ladies and Gentlemen is a 2002 thriller film directed by Claude Lelouch and starring Jeremy Irons and Patricia Kaas.
237,The Kautokeino Rebellion,director,Nils Gaup,Q62513,Q175498,"The Kautokeino Rebellion was directed by Nils Gaup and was released in January, 2008."
238,D-Day the Sixth of June,director,Henry Koster,Q244872,Q61859,"D-Day the Sixth of June was directed by Henry Koster and produced by Charles Brackett from a screenplay by Ivan Moffat and Harry Brown, based on the 1955 novel, The Sixth of June by Lionel Shapiro."
239,Bugsy,director,Barry Levinson,Q241085,Q269692,Bugsy is a 1991 American neo noir biographical crime drama directed by Barry Levinson which tells the story of mobster Bugsy Siegel and his relationship with Virginia Hill.
240,55 Days at Peking,director,Nicholas Ray,Q244115,Q240677,"The film was directed primarily by Nicholas Ray, although Guy Green and Andrew Marton took over in the latter stages of filming after Ray had fallen ill."
241,The Sting,director,George Roy Hill,Q62665,Q51570,"The film was directed by George Roy Hill, who had directed Newman and Redford in the western Butch Cassidy and the Sundance Kid."
242,She Done Him Wrong,director,Lowell Sherman,Q62163,Q2058654,"She Done Him Wrong was directed by Lowell Sherman, and produced by William LeBaron."
243,Things to Come,director,William Cameron Menzies,Q241141,Q261997,"Things to Come (also known in promotional material as H. G. Wells' Things to Come) is a 1936 British black-and-white science fiction film from United Artists, produced by Alexander Korda, directed by William Cameron Menzies, and written by H. G. Wells."
244,Little Miss Sunshine,director,Jonathan Dayton,Q192073,Q13644938,Little Miss Sunshine is a 2006 American comedy-drama road film and the directorial debut of the husband-wife team of Jonathan Dayton and Valerie Faris.
245,April Snow,director,Hur Jin-ho,Q489453,Q487607,"""Outing"" or ""Going Out"") is a 2005 South Korean romantic drama film co-written and directed by Hur Jin-ho, starring Bae Yong-joon and Son Ye-jin."
246,My Magic,director,Eric Khoo,Q190196,Q3056313,My Magic is a 2008 Singaporean Tamil language drama film directed by Eric Khoo and produced by Zhao Wei Films in association with Infinite Frameworks.
247,5 Days of War,director,Renny Harlin,Q245430,Q318712,5 Days of War is a 2011 action film directed by Renny Harlin.
248,Adajya,director,Santwana Bardoloi,Q61875,Q97248791,Adajya is a 1996 Indian Assamese language drama film directed by Santwana Bardoloi based on a novel by Indira Goswami.
249,Xagoroloi Bohudoor,director,Jahnu Barua,Q61955,Q378391,"Hkhagoroloi Bohu Door (Assamese: , English: It's a Long Way to the Sea) is a 1995 Indian Assamese language drama film directed by Jahnu Barua."
