,subject,relation,object,subject_entity,object_entity,sentence
156,Resident Evil: Retribution,publication date,01 January 2012,Q83542,,Resident Evil: Retribution is a 2012 action horror film written and directed by Paul W. S. Anderson.
157,Resident Evil: Retribution,publication date,20 September 2012,Q83542,,Resident Evil: Retribution is a 2012 action horror film written and directed by Paul W. S. Anderson.
158,Passport to Paris,publication date,01 January 1999,Q244767,,"Passport to Paris is a 1999 American direct-to-video film starring Mary-Kate and Ashley Olsen, who also serve as the film's executive producers."
159,House by the River,publication date,25 March 1950,Q303833,,"House by the River is a 1950 American crime film noir directed by Fritz Lang and starring Louis Hayward, Lee Bowman and Jane Wyatt."
160,First Blood,publication date,22 October 1982,Q244963,,"First Blood is a 1982 American action film directed by Ted Kotcheff, and co-written by Sylvester Stallone, who also stars as Vietnam War veteran John Rambo."
161,Rocky V,publication date,16 November 1990,Q82949,,Rocky V is a 1990 American sports drama film.
162,Rocky V,publication date,20 December 1990,Q82949,,Rocky V is a 1990 American sports drama film.
163,Rocky V,publication date,21 December 1990,Q82949,,Rocky V is a 1990 American sports drama film.
164,Nuns on the Run,publication date,01 January 1990,Q275530,,"Nuns on the Run is a 1990 British comedy film starring Eric Idle and Robbie Coltrane, also featuring Camille Coduri and Janet Suzman."
165,Nuns on the Run,publication date,28 June 1990,Q275530,,"Nuns on the Run is a 1990 British comedy film starring Eric Idle and Robbie Coltrane, also featuring Camille Coduri and Janet Suzman."
166,The Cell 2,publication date,01 January 2009,Q245641,,The Cell 2  is a 2009 direct-to-video sequel to the 2000 film The Cell.
167,Six Bullets,publication date,01 January 2012,Q246086,,"Six Bullets is a 2012 American action film directed by Ernie Barbarash and starring Jean-Claude Van Damme, Joe Flanigan, Anna-Louise Plowman, and Charlotte Beaumont."
168,Zyzzyx Road,publication date,01 January 2006,Q246211,,"Zyzzyx Road (/zzzks/ z-ZIZ-iks), also called Zyzzyx Rd., is a 2006 American thriller film written, produced and directed by John Penney and starring Katherine Heigl, Leo Grillo,  and Tom Sizemore."
169,House of the Long Shadows,publication date,01 January 1983,Q245916,,House of the Long Shadows is a 1983 comedy horror film directed by Pete Walker.
170,"Je t'aime, je t'aime",publication date,01 January 1968,Q245920,,"Je t'aime, je t'aime (""I Love You, I Love You"") is a 1968 French science fiction film directed by Alain Resnais from a screenplay by Jacques Sternberg."
171,December Boys,publication date,09 September 2007,Q83730,,December Boys is an Australian 2007 drama film directed by Rod Hardy and written by Marc Rosenberg and adapted from the 1963 novel of the same name by Michael Noonan.
172,December Boys,publication date,11 October 2007,Q83730,,December Boys is an Australian 2007 drama film directed by Rod Hardy and written by Marc Rosenberg and adapted from the 1963 novel of the same name by Michael Noonan.
173,My Life Without Me,publication date,10 February 2003,Q83630,,"My Life Without Me is a 2003 Canadian drama film directed by Isabel Coixet and starring Sarah Polley, Mark Ruffalo, Scott Speedman, and Leonor Watling."
174,My Life Without Me,publication date,04 September 2003,Q83630,,"My Life Without Me is a 2003 Canadian drama film directed by Isabel Coixet and starring Sarah Polley, Mark Ruffalo, Scott Speedman, and Leonor Watling."
175,A Cinderella Story,publication date,10 July 2004,Q276415,,"A Cinderella Story is a 2004 American teen romantic comedy film directed by Mark Rosman, written by Leigh Dunlap and stars Hilary Duff, Chad Michael Murray, Jennifer Coolidge and Regina King."
176,A Cinderella Story,publication date,07 October 2004,Q276415,,"A Cinderella Story is a 2004 American teen romantic comedy film directed by Mark Rosman, written by Leigh Dunlap and stars Hilary Duff, Chad Michael Murray, Jennifer Coolidge and Regina King."
177,"Je t'aime, je t'aime",publication date,26 April 1968,Q245920,,"Je t'aime, je t'aime (""I Love You, I Love You"") is a 1968 French science fiction film directed by Alain Resnais from a screenplay by Jacques Sternberg."
178,The Heroic Trio,publication date,12 February 1993,Q245817,,"The Heroic Trio (Dung fong saam hap, TC: , pinyin: dÅng fÄng sÄn xiÃ¡) is a 1993 Hong Kong action film directed by Johnnie To, starring Michelle Yeoh, Maggie Cheung, and Anita Mui as the titular trio."
179,The Adventurer: The Curse of the Midas Box,publication date,01 January 2014,Q245671,,"The Adventurer: The Curse of the Midas Box is a 2014 fantasy adventure film directed by Jonathan Newman and starring Aneurin Barnard as the protagonist, Mariah Mundi."
180,Eat Pray Love,publication date,23 September 2010,Q304030,,"Eat Pray Love is a 2010 American biographical romantic drama film starring Julia Roberts as Elizabeth Gilbert, based on Gilbert's 2006 memoir of the same name."
181,Eat Pray Love,publication date,14 October 2010,Q304030,,"Eat Pray Love is a 2010 American biographical romantic drama film starring Julia Roberts as Elizabeth Gilbert, based on Gilbert's 2006 memoir of the same name."
182,Let's Go to Prison,publication date,01 January 2006,Q303977,,"Let's Go to Prison is a 2006 American comedy film directed by Bob Odenkirk and starring Dax Shepard, Will Arnett and Chi McBride."
183,5ive Girls,publication date,01 January 2006,Q245452,,"5ive Girls is a 2006 Canadian horror film written and directed by Warren P. Sonoda and starring Ron Perlman, Jennifer Miller, and Jordan Madley."
184,Birthday Girl,publication date,01 January 2001,Q18964,,Birthday Girl is a 2001 erotic comedy thriller film directed by Jez Butterworth.
185,Lo vedi come sei... lo vedi come sei?,publication date,01 January 1939,Q18444,,is a 1939 Italian comedy film directed by Mario Mattoli and starring Erminio Macario.
186,Holy Motors,publication date,01 January 2012,Q304739,,The film competed for the Palme d'Or at the 2012 Cannes Film Festival.
187,Holy Motors,publication date,30 August 2012,Q304739,,The film competed for the Palme d'Or at the 2012 Cannes Film Festival.
188,Saw III,publication date,01 January 2006,Q276392,,Saw III is a 2006 horror film directed by Darren Lynn Bousman from a screenplay by Leigh Whannell and a story by Whannell and James Wan.
189,The Man Who Sleeps,publication date,01 January 1974,Q245638,,The film won the Prix Jean Vigo in 1974.
190,Invisible Stripes,publication date,01 January 1939,Q245180,,Invisible Stripes is a 1939 Warner Bros. crime film starring George Raft as a gangster unable to go straight after returning home from prison.
191,5x2,publication date,01 January 2004,Q245465,,"5x2 (also Cinq fois deux; English: Five Times Two) is a 2004 French film directed by FranÃ§ois Ozon, which uncovers the back story to the gradual disintegration of a middle class marriage by depicting five key moments in the relationship, but in reverse order."
192,The Thirteen Chairs,publication date,01 January 1969,Q245205,,"The Thirteen Chairs (12 + 1 - original title and Italian release title) is a 1969 comedy film directed by Nicolas Gessner and Luciano Lucignani and starring Sharon Tate, Vittorio Gassman, Orson Welles, Vittorio De Sica, and Tim Brooke-Taylor."
193,Saw III,publication date,27 October 2006,Q276392,,"Saw III was released in the United States on October 27, 2006, by Lionsgate."
194,Saw III,publication date,12 January 2007,Q276392,,"Bell was nominated for ""Best Villain"" at the 2007 MTV Movie Awards and the film received nominations for a Saturn Award as ""Best Horror Film""."
195,Saw III,publication date,01 February 2007,Q276392,,"Bell was nominated for ""Best Villain"" at the 2007 MTV Movie Awards and the film received nominations for a Saturn Award as ""Best Horror Film""."
196,Intervista,publication date,01 January 1987,Q18441,,Intervista (English: Interview) is a 1987 Italian film directed by Federico Fellini.
197,Intervista,publication date,12 November 1987,Q18441,,Intervista (English: Interview) is a 1987 Italian film directed by Federico Fellini.
198,Ab-normal Beauty,publication date,04 November 2004,Q303839,,Ab-normal Beauty () (also Sei mong se jun) is a 2004 Hong Kong horror film directed and co-written by Oxide Pang.
199,5 Days of War,publication date,05 June 2011,Q245430,,5 Days of War is a 2011 action film directed by Renny Harlin.
200,Bread and Tulips,publication date,21 December 2000,Q84064,,Bread and Tulips or Pane e tulipani is a 2000 romance comedy film directed by Italian Director Silvio Soldini.
201,Holy Motors,publication date,23 May 2012,Q304739,,The film competed for the Palme d'Or at the 2012 Cannes Film Festival.
202,The Honeytrap,publication date,01 January 2002,Q305112,,"The Honeytrap is a 2002 British thriller film featuring Emily Lloyd as Catherine, a young woman about to marry her fiancÃ© in London."
203,Presque rien,publication date,01 January 2000,Q304711,,"Presque rien (meaning Almost Nothing, which is also the UK release title; the U.S. title is Come Undone) is a 2000 French-Belgian romantic drama film directed by Sebastien Lifshitz, set in Brittany, depicting a stormy holiday romance between two 18-year-olds and what remains of that relationship eighteen months later."
204,Calendar Girls,publication date,01 January 2003,Q83789,,Calendar Girls is a 2003 British comedy film directed by Nigel Cole.
205,Anatomy of Hell,publication date,01 January 2004,Q59531,,Anatomy of Hell (French: Anatomie de l'enfer) is a 2004 French erotic drama film directed by Catherine Breillat and written by Breillat based on her 2001 novel Pornocratie.
206,Vampyr,publication date,01 January 1932,Q304923,,'Vampyr: The Dream of Allan Gray') is a 1932 horror film directed by Danish director Carl Theodor Dreyer.
207,Fat Girl,publication date,01 January 2001,Q59503,,"is a 2001 French drama film written and directed by Catherine Breillat, and starring AnaÃ¯s Reboux and Roxane Mesquida."
208,Tsuribaka Nisshi 2,publication date,01 January 1989,Q304806,,Tsuribaka Nisshi 2 ( 2) is a 1989 Japanese film directed by Tomio Kuriyama.
209,The Magnificent Seven,publication date,01 January 1960,Q19069,,"The Magnificent Seven is a 1960 American Western film directed by John Sturges and starring Yul Brynner, Eli Wallach, Steve McQueen, Charles Bronson, Robert Vaughn, Brad Dexter, James Coburn and Horst Buchholz."
210,Not Here to Be Loved,publication date,01 January 2005,Q59634,,Not Here to Be Loved (French: Je ne suis pas lÃ  pour Ãªtre aimÃ©) is a 2005 French film directed by StÃ©phane BrizÃ©.
211,S.F.W.,publication date,01 January 1994,Q227540,,(or So Fucking What) is a 1994 black comedy film directed by Jefery Levy.
212,A Woman's Face,publication date,15 May 1941,Q304789,,"A Woman's Face is a 1941 American melodrama film directed by George Cukor and starring Joan Crawford, Melvyn Douglas and Conrad Veidt."
213,The Searchers,publication date,13 March 1956,Q276769,,"The Searchers is a 1956 American Technicolor VistaVision Western film directed by John Ford, based on the 1954 novel by Alan Le May, set during the Texas-Indian wars, and starring John Wayne as a middle-aged Civil War veteran who spends years looking for his abducted niece (Natalie Wood), accompanied by his adoptive nephew (Jeffrey Hunter)."
214,Tell No One,publication date,01 November 2006,Q59567,,Tell No One (French: Ne le dis Ã  personne) is a 2006 French thriller film directed by Guillaume Canet and based on the 2001 novel of the same name by Harlan Coben.
215,Russian Ark,publication date,22 May 2002,Q59721,,"Russian Ark (Russian:  , Russkij Kovcheg) is a 2002 experimental historical drama film directed by Alexander Sokurov."
216,Russian Ark,publication date,08 November 2002,Q59721,,"Russian Ark (Russian:  , Russkij Kovcheg) is a 2002 experimental historical drama film directed by Alexander Sokurov."
217,A Touch of Spice,publication date,01 January 2003,Q59687,,A Touch of Spice (Greek:  /Politiki Kouzina)  is a 2003 Greek film directed by Tassos Boulmetis and starring Georges Corraface as the character of the adult Fanis Iakovides.
218,Pardon My Sarong,publication date,01 January 1942,Q306785,,Pardon My Sarong is a 1942 comedy film starring Abbott and Costello.
219,Red Line 7000,publication date,01 January 1965,Q247609,,Red Line 7000 is a 1965 American action sports film released by Paramount Pictures.
220,Gone Baby Gone,publication date,01 January 2007,Q247182,,Gone Baby Gone is a 2007 American neo-noir mystery thriller film directed by Ben Affleck.
221,Abbott and Costello Meet Captain Kidd,publication date,01 January 1952,Q306783,,"Abbott and Costello Meet Captain Kidd is a 1952 comedy film directed by Charles Lamont and starring the comedy team of Abbott and Costello, along with Charles Laughton, who reprised his role as the infamous pirate from the 1945 film Captain Kidd."
222,In the Cut,publication date,01 January 2003,Q59572,,The novel was adapted into a feature film of the same name in 2003 by director Jane Campion.
223,Abbott and Costello Meet the Mummy,publication date,01 January 1955,Q306778,,Abbott and Costello Meet the Mummy is a 1955 horror comedy film directed by Charles Lamont and starring the comedy team of Abbott and Costello.
224,To New Shores,publication date,01 January 1937,Q227464,,"To New Shores (German: Zu neuen Ufern) is a 1937 German drama film directed by Hans Detlef Sierck (later Douglas Sirk) and starring Zarah Leander, Willy Birgel and Viktor Staal."
225,Green Street 2: Stand Your Ground,publication date,01 January 2009,Q284656,,Green Street 2: Stand Your Ground (also known as Green Street 2 and Green Street Hooligans 2: Stand Your Ground) is a 2009 American-British film directed by Jesse V. Johnson.
226,Training Day,publication date,01 January 2001,Q308929,,"Training Day is a 2001 American crime thriller film directed by Antoine Fuqua, and written by David Ayer."
227,Secret Things,publication date,01 January 2002,Q59722,,"Secret Things (French: Choses secrÃ¨tes) is a 2002 French erotic thriller film directed by Jean-Claude Brisseau, starring Coralie Revel and Sabrina Seyvecou."
228,The Weather Man,publication date,01 January 2005,Q60296,,"The Weather Man is a 2005 American comedy-drama film directed by Gore Verbinski, written by Steve Conrad, and starring Nicolas Cage, Michael Caine and Hope Davis."
229,Too Beautiful for You,publication date,01 January 1989,Q227474,,Too Beautiful for You (French: Trop belle pour toi) is a 1989 French comedy-drama film written and directed by Bertrand Blier.
230,36 China Town,publication date,01 January 2006,Q227520,,36 China Town is a 2006 Indian Hindi-language mystery comedy film directed by Abbas-Mustan and produced by Subhash Ghai.
231,Letters from a Killer,publication date,01 January 1998,Q285806,,Letters from a Killer is a 1998 British-American crime drama mystery film starring Patrick Swayze as a man who is falsely convicted of the murder of his wife.
232,Caliche sangriento,publication date,01 January 1969,Q285651,,Bloody Nitrate) is a Chilean movie of 1969 and the first one directed by Helvio Soto.
233,Asiris Nuna,publication date,01 January 2006,Q285677,,"Asiris nuna (Russian:  ) is a 2006 Russian children's science fiction film directed by Oleg Kompasov and produced by Vladimir Khrapunov, Aleksei Kuznetsov and Sergey Chernyakov."
234,Tarzan and the Mermaids,publication date,01 January 1948,Q285746,,Tarzan and the Mermaids is a 1948 adventure film based on the Tarzan character created by Edgar Rice Burroughs.
235,Seven Psychopaths,publication date,01 January 2012,Q59610,,Seven Psychopaths is a 2012 dark comedy crime film written and directed by Martin McDonagh.
236,Secret Things,publication date,04 December 2003,Q59722,,The film was awarded the 'French Cineaste of the Year' title at the 2003 Cannes Film Festival.
237,Lord of War,publication date,16 September 2005,Q308681,,"Lord of War is a 2005 American crime drama film written, produced, and directed by Andrew Niccol, and co-produced by and starring Nicolas Cage."
238,Gone Baby Gone,publication date,29 November 2007,Q247182,,Gone Baby Gone is a 2007 American neo-noir mystery thriller film directed by Ben Affleck.
239,Back to the Future,publication date,03 July 1985,Q91540,,"Back to the Future was released on July 3, 1985."
240,Training Day,publication date,06 December 2001,Q308929,,"Training Day is a 2001 American crime thriller film directed by Antoine Fuqua, and written by David Ayer."
241,The Singing Fool,publication date,01 January 1928,Q285618,,The Singing Fool is a 1928 American musical drama Part-Talkie motion picture directed by Lloyd Bacon which was released by Warner Bros.
242,Seven Psychopaths,publication date,06 December 2012,Q59610,,Seven Psychopaths is a 2012 dark comedy crime film written and directed by Martin McDonagh.
243,Cabaret Balkan,publication date,01 August 1998,Q60021,,"The film received a number of distinctions, including a FIPRESCI award at the Venice Film Festival in 1998."
244,Abbott and Costello Meet Frankenstein,publication date,15 June 1948,Q306791,,Abbott and Costello Meet Frankenstein is a 1948 American horror comedy film directed by Charles Barton and starring the comedy team of Abbott and Costello.
245,Abbuzze! Der Badesalz-Film,publication date,17 January 1996,Q306868,,Abbuzze ! Der Badesalz-Film was released in 1996.
246,Abbuzze! Der Badesalz-Film,publication date,18 January 1996,Q306868,,Abbuzze ! Der Badesalz-Film was released in 1996.
247,Mr. Deeds,publication date,28 June 2002,Q59595,,"Deeds is a 2002 American comedy film directed by Steven Brill, written by Tim Herlihy, and starring Adam Sandler, Winona Ryder, Peter Gallagher, Jared Harris, Allen Covert, Erick Avari, John Turturro, and Conchata Ferrell."
248,Mr. Deeds,publication date,15 August 2002,Q59595,,"Deeds is a 2002 American comedy film directed by Steven Brill, written by Tim Herlihy, and starring Adam Sandler, Winona Ryder, Peter Gallagher, Jared Harris, Allen Covert, Erick Avari, John Turturro, and Conchata Ferrell."
249,The Last Lear,publication date,01 January 2007,Q277741,,The Last Lear is a 2007 Indian drama film directed by Rituparno Ghosh.
