,subject,relation,object,subject_entity,object_entity,sentence
148,Chitty Chitty Bang Bang,screenwriter,Roald Dahl,Q1637791,Q25161,"Chitty Chitty Bang Bang is a 1968 musical adventure fantasy film, directed by Ken Hughes with a screenplay co-written by Roald Dahl and Hughes, loosely based on Ian Fleming's novel Chitty-Chitty-Bang-Bang: The Magical Car (1964)."
149,The Son's Room,screenwriter,Nanni Moretti,Q530812,Q25100,"The Son's Room (Italian: La stanza del figlio) is a 2001 Italian film directed, written and produced by Nanni Moretti."
150,The Imaginarium of Doctor Parnassus,screenwriter,Terry Gilliam,Q578344,Q25078,The Imaginarium of Doctor Parnassus is a 2009 fantasy film directed by Terry Gilliam and written by Gilliam and Charles McKeown.
151,Long Night in 1943,screenwriter,Pier Paolo Pasolini,Q1144057,Q25120,"Long Night in 1943 was directed by Florestano Vancini and adapted by Vancini, Ennio De Concini and Pier Paolo Pasolini from a short story by Giorgio Bassani."
152,Ewoks: The Battle for Endor,screenwriter,George Lucas,Q738360,Q38222,Ewoks: The Battle for Endor is a 1985 television film set in the Star Wars universe co-written and directed by Jim and Ken Wheat from a story by George Lucas.
153,Scars of Dracula,screenwriter,Bram Stoker,Q764545,Q36184,"Although disparaged by some critics, the film does restore a few elements of Bram Stoker's original character: the Count is introduced as an ""icily charming host;"" Scars of Dracula has command over nature; and he is seen scaling the walls of his castle."
154,The Zero Theorem,screenwriter,Terry Gilliam,Q863811,Q25078,"The Zero Theorem is a 2013 science fiction film directed by Terry Gilliam and starring Christoph Waltz, David Thewlis, MÃ©lanie Thierry, and Lucas Hedges."
155,Caro diario,screenwriter,Nanni Moretti,Q949784,Q25100,"'Dear diary') is a 1993 Italian-French semi-autobiographical comedy film written, directed and co-produced by Nanni Moretti, who also stars as himself."
156,Willy Wonka & the Chocolate Factory,screenwriter,Roald Dahl,Q936327,Q25161,Willy Wonka & the Chocolate Factory is an adaptation of the 1964 novel Charlie and the Chocolate Factory by Roald Dahl.
157,Ecce bombo,screenwriter,Nanni Moretti,Q1053222,Q25100,"Ecce Bombo  is a 1978 Italian  comedy film, written and directed by and starring Nanni Moretti."
158,The Mass Is Ended,screenwriter,Nanni Moretti,Q1224499,Q25100,"The Mass Is Ended (Italian: La messa Ã¨ finita) is a 1985 Italian comedy film, written, starring and directed by Nanni Moretti."
159,The Caiman,screenwriter,Nanni Moretti,Q1194587,Q25100,"The Caiman (Italian: Il caimano, referring to the caiman) is a 2006 Italian comedy-drama film directed by Nanni Moretti and starring Silvio Orlando and Margherita Buy."
160,Anantha Rathriya,screenwriter,Leo Tolstoy,Q4751473,Q7243,Anantha Rathriya is loosely based on the 1899 Leo Tolstoy novel Resurrection.
161,"Meetings, Bloody Meetings",screenwriter,John Cleese,Q6807923,Q25014,"Meetings, Bloody Meetings is a 1976 British comedy training film that stars John Cleese as a bumbling middle manager."
162,The Strange Case of the End of Civilization as We Know It,screenwriter,John Cleese,Q7766897,Q25014,The Strange Case of the End of Civilisation as We Know The Strange Case of the End of Civilization as We Know It is a 1977 comedy directed by Joseph McGrath and starring John Cleese.
163,The Man Who Killed Don Quixote,screenwriter,Terry Gilliam,Q2095178,Q25078,"The Man Who Killed Don Quixote is a 2018 adventure-comedy film directed by Terry Gilliam and written by Gilliam and Tony Grisoni, loosely based on the 1605/1615 novel Don Quixote by Miguel de Cervantes."
164,Red Wood Pigeon,screenwriter,Nanni Moretti,Q3361666,Q25100,Red Wood Pigeon (Italian: Palombella rossa) is a 1989 Italian comedy drama film written and directed by Nanni Moretti.
165,All Things Fall Apart,screenwriter,50 Cent,Q4729787,Q6060,"All Things Fall Apart is a 2011 American direct-to-video drama film directed by Mario Van Peebles and starring Ray Liotta, 50 Cent, Mario Van Peebles, and Lynn Whitfield."
166,Fanny and Alexander,screenwriter,Ingmar Bergman,Q165651,Q7546,Fanny and Alexander (Swedish: Fanny och Alexander) is a 1982 historical drama film written and directed by Ingmar Bergman.
167,Smiles of a Summer Night,screenwriter,Ingmar Bergman,Q837070,Q7546,Smiles of a Summer Night (Swedish: Sommarnattens leende) is a 1955 Swedish comedy film written and directed by Ingmar Bergman.
168,The Devil's Eye,screenwriter,Ingmar Bergman,Q428617,Q7546,The Devil's Eye (Swedish: DjÃ¤vulens Ã¶ga) is a 1960 Swedish fantasy-comedy film written and directed by Ingmar Bergman.
169,It Rains on Our Love,screenwriter,Ingmar Bergman,Q259831,Q7546,It Rains on Our Love (Swedish: Det regnar pÃ¥ vÃ¥r kÃ¤rlek) is a 1946 Swedish drama film directed by Ingmar Bergman.
170,Number Seventeen,screenwriter,Alfred Hitchcock,Q205694,Q7374,"Number Seventeen is a 1932 comedy thriller film directed by Alfred Hitchcock and starring John Stuart, Anne Grey and Leon M. Lion."
171,The Lodger: A Story of the London Fog,screenwriter,Alfred Hitchcock,Q504961,Q7374,"The Lodger: A Story of the London Fog is a 1927 British silent film directed by Alfred Hitchcock and starring Marie Ault, Arthur Chesney, June Tripp, Malcolm Keen, and Ivor Novello."
172,Summer Interlude,screenwriter,Ingmar Bergman,Q425669,Q7546,"Summer Interlude (Swedish: Sommarlek), originally titled Illicit Interlude in the United States, is a 1951 Swedish drama film co-written and directed by Ingmar Bergman."
173,Lekin...,screenwriter,Rabindranath Tagore,Q6520619,Q7241,"Lekin (English: But..) is a Hindi drama Mystery film made in 1991, loosely based on the 1895 short story Kshudhit Pashaan Hungry Stones by Rabindranath Tagore, and directed by Hindi lyricist Gulzar."
174,The Seventh Seal,screenwriter,Ingmar Bergman,Q217189,Q7546,The Seventh Seal (Swedish: Det sjunde inseglet) is a 1957 Swedish historical fantasy film written and directed by Ingmar Bergman.
175,Chitchat on the Nile,screenwriter,Naguib Mahfouz,Q3045007,Q7176,Chitchat on the Nile (Arabic:   â) (Adrift on the Nile) is a 1971 film based on the novel by Egyptian Nobel Laureate Naguib Mahfouz.
176,"Jamila, the Algerian",screenwriter,Naguib Mahfouz,Q3032784,Q7176,"The film was produced by Youssef Chahine and written by Abd al-Rahman, Ali al-Zarqani, and Naguib Mahfouz."
177,Rich and Strange,screenwriter,Alfred Hitchcock,Q1340617,Q7374,"Rich and Strange, released in the United States as East of Shanghai, is a 1931 film directed by Alfred Hitchcock during his time in the British film industry."
178,Stimulantia,screenwriter,Ingmar Bergman,Q222633,Q7546,"Stimulantia is a 1967 Swedish anthology film directed by Hans Abramson, Hans Alfredson, Arne Arnbom, Tage Danielsson, Lars GÃ¶rling, Ingmar Bergman, JÃ¶rn Donner, Gustaf Molander, and Vilgot SjÃ¶man."
179,The Passion of Anna,screenwriter,Ingmar Bergman,Q260365,Q7546,"The Passion of Anna (Swedish: En passion - ""A passion"") is a 1969 Swedish drama film written and directed by Ingmar Bergman, who was awarded Best Director at the 1970 National Society of Film Critics Awards for the film."
180,The Farmer's Wife,screenwriter,Alfred Hitchcock,Q1621735,Q7374,"The Farmer's Wife is a 1928 British silent romantic comedy film directed by Alfred Hitchcock and starring Jameson Thomas, Lillian Hall-Davis and Gordon Harker."
181,Sawdust and Tinsel,screenwriter,Ingmar Bergman,Q318827,Q7546,'The Evening of the Jesters') is a 1953 Swedish drama film directed by Ingmar Bergman.
182,Aparajito,screenwriter,Satyajit Ray,Q622382,Q8873,"Aparajito (Bengali:  Ãporajito; The Unvanquished) is a 1956 Indian Bengali-language drama film written and directed by Satyajit Ray (1921-1992), and is the second part of The Apu Trilogy."
183,Cigarettes & Coffee,screenwriter,Paul Thomas Anderson,Q2972361,Q25132,"Cigarettes & Coffee is a 1993 short film written and directed by Paul Thomas Anderson, starring Philip Baker Hall."
184,Parash Pathar,screenwriter,Satyajit Ray,Q640036,Q8873,Parash Pathar was Satyajit Ray's first film outside of The Apu Trilogy.
185,All These Women,screenwriter,Ingmar Bergman,Q592902,Q7546,"All These Women (Swedish: FÃ¶r att inte tala om alla dessa kvinnor), originally released as Now About These Women in the UK, is a 1964 Swedish comedy film directed by Ingmar Bergman."
186,Jalsaghar,screenwriter,Satyajit Ray,Q640208,Q8873,"Jalsaghar (Bengali:  JalsÄghar, ""The Music Room"") is a 1958 Indian Bengali drama film written and directed by Satyajit Ray, based on a popular short story by Bengali writer Tarasankar Bandyopadhyay, and starring Chhabi Biswas."
187,Boogie Nights,screenwriter,Paul Thomas Anderson,Q291170,Q25132,Boogie Nights is a 1997 American period drama film written and directed by Paul Thomas Anderson.
188,Ninja Bachelor Party,screenwriter,Bill Hicks,Q3342006,Q35851,"Ninja Bachelor Party is a 1991 low-budget comedy film produced by and starring Bill Hicks, Kevin Booth, and David Johndrow."
189,The Lacquered Box,screenwriter,Agatha Christie,Q3221551,Q35064,The Lacquered Box was based on Agatha Christie's play Black Coffee which had been turned into a British film the previous year.
190,Charulata,screenwriter,Satyajit Ray,Q639597,Q8873,"Charulata (Bengali:  CÄrulatÄ; in English also known as The Lonely Wife) is a 1964 Indian drama film written and directed by Satyajit Ray based upon the 1901 novella Nastanirh (""The Broken Nest"") by Rabindranath Tagore."
191,Teen Kanya,screenwriter,Satyajit Ray,Q639620,Q8873,"Teen Kanya is a 1961 Indian Bengali anthology film directed by Satyajit Ray, and based upon short stories by Rabindranath Tagore."
192,The Sugarland Express,screenwriter,Steven Spielberg,Q432526,Q8877,The Sugarland Express is a 1974 American crime drama film co-written and directed by Steven Spielberg in his theatrical feature directorial debut.
193,The Millionairess,screenwriter,George Bernard Shaw,Q138373,Q19185,"Set in London, The Millionairess is a loose adaptation of George Bernard Shaw's 1936 play of the same name."
194,Drugstore Cowboy,screenwriter,Gus Van Sant,Q1261193,Q25186,Drugstore Cowboy is a 1989 American crime drama film directed by the American filmmaker Gus Van Sant.
195,Abhijan,screenwriter,Satyajit Ray,Q320574,Q8873,"Abhijan (, The Expedition) is a 1962 Bengali film directed by the Indian filmmaker Satyajit Ray."
196,Mahapurush,screenwriter,Satyajit Ray,Q639611,Q8873,"Mahapurush (Bengali: ), or The Holy Man, is a 1965 film directed by Satyajit Ray, based on a short story Birinchibaba ( ) by Rajshekhar Basu."
197,A.I. Artificial Intelligence,screenwriter,Steven Spielberg,Q221113,Q8877,is a 2001 American science fiction drama film directed by Steven Spielberg.
198,Seemabaddha,screenwriter,Satyajit Ray,Q639639,Q8873,Seemabaddha (Bengali:  ShimabÃ´ddho; English title: Company Limited) is a 1971 social drama Bengali film directed by Satyajit Ray.
199,Mala Noche,screenwriter,Gus Van Sant,Q590570,Q25186,"Mala Noche marked Gus Van Sant's directorial film debut, and stars Tim Streeter, Doug Cooeyate, Ray Monge, and Nyla McCarthy."
200,Goopy Gyne Bagha Byne,screenwriter,Satyajit Ray,Q639416,Q8873,Goopy Gyne Bagha Byne (Bengali:     Gupi Gain Bagha Bain) is a 1969 Indian fantasy adventure comedy film written and directed by Satyajit Ray and based on a story by his grandfather Upendrakishore Ray Chowdhury.
201,Punch-Drunk Love,screenwriter,Paul Thomas Anderson,Q580716,Q25132,"Punch-Drunk Love is a 2002 American black comedy romance film written and directed by Paul Thomas Anderson, and starring Adam Sandler, Emily Watson, Philip Seymour Hoffman, Luis GuzmÃ¡n and Mary Lynn Rajskub."
202,Aranyer Din Ratri,screenwriter,Satyajit Ray,Q626101,Q8873,"Aranyer Din Ratri (Bengali:   ArayÄra DinarÄtri, Days and Nights in the Forest) is an Indian Bengali adventure drama film released in 1970, written and directed by Satyajit Ray."
203,The Goonies,screenwriter,Steven Spielberg,Q636043,Q8877,"The Goonies is a 1985 American adventure comedy film co-produced and directed by Richard Donner from a screenplay by Chris Columbus, based on a story by executive producer Steven Spielberg."
204,Kid Galahad,screenwriter,Charles Bronson,Q1740860,Q36105,"Kid Galahad's supporting cast included Gig Young, Lola Albright and Charles Bronson."
205,Talaash: The Answer Lies Within,screenwriter,Reema Kagti,Q283555,Q37714,Search) is a 2012 Indian psychological crime thriller film co-written and directed by Reema Kagti.
206,Chiriyakhana,screenwriter,Satyajit Ray,Q639420,Q8873,"Chiriakhana or Chiriyakhana (English: The Zoo) is a 1967 Indian Bengali-language crime thriller film, based on the story of the same name by Sharadindu Bandyopadhyay, directed by Satyajit Ray starring Uttam Kumar as Byomkesh Bakshi."
207,There Will Be Blood,screenwriter,Paul Thomas Anderson,Q244315,Q25132,"There Will Be Blood is a 2007 American epic period drama film written and directed by Paul Thomas Anderson, loosely based on the 1927 novel Oil!"
208,The Dirk Diggler Story,screenwriter,Paul Thomas Anderson,Q3520627,Q25132,The Dirk Diggler Story is a 1988 mockumentary short film written and directed by Paul Thomas Anderson.
209,Winter Light,screenwriter,Ingmar Bergman,Q842067,Q7546,"'The Communicants') is a 1963 Swedish drama film written and directed by Ingmar Bergman and starring Bergman regulars Gunnar BjÃ¶rnstrand, Ingrid Thulin and Max von Sydow."
210,A Page of Madness,screenwriter,Yasunari Kawabata,Q1165285,Q43736,"Yasunari Kawabata, who would win the Nobel Prize for Literature in 1968, was credited on the film with the original story."
211,The Passionate Adventure,screenwriter,Alfred Hitchcock,Q932965,Q7374,"The film was adapted from a novel by Frank Stayton by Alfred Hitchcock and Michael Morton, with Hitchcock also credited as assistant director to Cutts."
212,Jana Aranya,screenwriter,Satyajit Ray,Q717174,Q8873,"Jana Aranya is a 1976 Bengali film directed by Satyajit Ray, based on the novel of the same name by Mani Shankar Mukherjee."
213,Shakha Proshakha,screenwriter,Satyajit Ray,Q717183,Q8873,Shakha Proshakha (English: Branches of the Tree) is a 1990 Satyajit Ray film.
214,Monty Python Live at the Hollywood Bowl,screenwriter,John Cleese,Q1273232,Q25014,"Monty Python Live at the Hollywood Bowl is a 1982 British concert comedy film directed by Terry Hughes (with the film segments by Ian MacNaughton) and starring the Monty Python comedy troupe (Graham Chapman, John Cleese, Terry Gilliam, Eric Idle, Terry Jones, and Michael Palin) as they perform many of their sketches at the Hollywood Bowl."
215,Monty Python Live at the Hollywood Bowl,screenwriter,Terry Gilliam,Q1273232,Q25078,"Monty Python Live at the Hollywood Bowl is a 1982 British concert comedy film directed by Terry Hughes (with the film segments by Ian MacNaughton) and starring the Monty Python comedy troupe (Graham Chapman, John Cleese, Terry Gilliam, Eric Idle, Terry Jones, and Michael Palin) as they perform many of their sketches at the Hollywood Bowl."
216,Hirak Rajar Deshe,screenwriter,Satyajit Ray,Q717365,Q8873,"The film was followed by the third film of the series directed by Satyajit Ray and assisted, camera and colourotography by Hirak Rajar Deshe's son Sandip Ray."
217,How to Irritate People,screenwriter,Graham Chapman,Q203900,Q24962,"How to Irritate People is a 1968 television broadcast written by John Cleese, Graham Chapman, Marty Feldman and Tim Brooke-Taylor."
218,Monty Python's The Meaning of Life,screenwriter,Graham Chapman,Q24980,Q24962,Monty Python 's The Meaning of Life was the last film to feature all six Python members before Graham Chapman died in 1989.
219,Natir Puja,screenwriter,Rabindranath Tagore,Q6979912,Q7241,"Natir Puja (The dancing girl's worship, 1932) is the only film where Rabindranath Tagore is credited as director."
220,My Own Private River,screenwriter,Gus Van Sant,Q27590477,Q25186,"Using footage shot and directed by Gus Van Sant in 1990, the new edit gives James Franco and Van Sant a shared director credit."
221,An Obsolete Altar,screenwriter,Rabindranath Tagore,Q15043363,Q7241,An Obsolete Altar is a 2013 short film is inspired by the 1912 play Achalayatan written by Rabindranath Tagore.
222,Balidan,screenwriter,Rabindranath Tagore,Q19882225,Q7241,"Balidan also called Sacrifice, is a 1927 Indian silent film directed by Naval Gandhi and based on a play by Rabindranath Tagore."
223,"Don't Worry, He Won't Get Far on Foot",screenwriter,Gus Van Sant,Q28912377,Q25186,"Don't Worry, Do n't Worry , He Wo n't Get Far on Foot Won't Get Far on Foot is a 2018 American comedy-drama film directed by Gus Van Sant and based upon the memoir of the same name by John Callahan."
224,Two Jacks,screenwriter,Leo Tolstoy,Q7859028,Q7243,"Two Jacks is an adaptation of Leo Tolstoy's short story ""Two Hussars"" and is Rose's fifth Tolstoy adaptation, following Anna Karenina (1997), Ivans XTC (2002), The Kreutzer Sonata (2008) and Boxing Day (2012)."
225,The One Million Pound Note,screenwriter,Mark Twain,Q7755043,Q7245,The One Million Pound Note is an adaptation of Mark Twain's 1893 short story The Million Pound Bank Note.
226,The Odd Job,screenwriter,Graham Chapman,Q7754689,Q24962,The Odd Job is a 1978 British comedy film starring Monty Python member Graham Chapman.
227,Creepshow,screenwriter,Stephen King,Q744102,Q39829,"Creepshow is a 1982 American horror comedy anthology film  directed by George A. Romero and written by Stephen King, making this film his screenwriting debut."
228,Kuhle Wampe,screenwriter,Bertolt Brecht,Q582569,Q38757,The script was conceived and written by Bertolt Brecht.
229,Hum Hain Rahi Pyar Ke,screenwriter,Aamir Khan,Q2060167,Q9557,"Hum Hain Rahi Pyar Ke (We Are Travelers on the Path of Love) is a 1993 Indian romantic comedy-drama film, directed by Mahesh Bhatt and produced by Tahir Hussain, with screenplay written by Aamir Khan and Robin Bhatt, and with a musical score by Nadeem-Shravan."
230,Happy Times,screenwriter,Mo Yan,Q1584333,Q8998,"Happy Times is based loosely on the short story, Shifu: You'll Do Anything for a Laugh () by Mo Yan; the story appears in English translation in the collection of the same title translated by Howard Goldblatt."
231,Lions for Lambs,screenwriter,Matthew Michael Carnahan,Q367163,Q18823,"The film was written by Matthew Michael Carnahan, and directed by Robert Redford."
232,Final Stab,screenwriter,David DeCoteau,Q2622963,Q11319,"Final Stab is a  horror film directed by David DeCoteau, released in 2001."
233,Star Trek VI: The Undiscovered Country,screenwriter,Leonard Nimoy,Q579757,Q16345,"Faced with producing a new film in time for Star Trek's 25th anniversary, Meyer, who previously directed Star Trek II: The Wrath of Khan (1982), and Denny Martin Flinn wrote a script based on a suggestion from Leonard Nimoy about what would happen if ""the Wall came down in space"", touching on the contemporary events of the Cold War."
234,Leatherheads,screenwriter,George Clooney,Q653974,Q23844,Leatherheads is a 2008 American sports comedy film from Universal Pictures directed by and starring George Clooney.
235,Captive State,screenwriter,Rupert Wyatt,Q28863791,Q8296,Captive State is a 2019 American science fiction crime  thriller film directed by Rupert Wyatt and co-written by Wyatt and Erica Beeney.
236,Incident at Loch Ness,screenwriter,Zak Penn,Q32241,Q19031,"Incident at Loch Ness is a 2004 mockumentary starring, produced by and written by Werner Herzog and Zak Penn."
237,A Simple Twist of Fate,screenwriter,Steve Martin,Q471401,Q16473,The screenplay by Steve Martin is loosely based on the 1861 novel Silas Marner by George Eliot.
238,Our Earthmen Friends,screenwriter,Bernard Werber,Q389106,Q12054,Our Earthmen Friends has been adapted from the play written by Bernard Werber Nos Amis Les Humains.
239,Chimes at Midnight,screenwriter,Orson Welles,Q2529482,Q24829,"Falstaff (Chimes at Midnight) (Spanish: Campanadas a medianoche), is a 1965 period comedy-drama film directed by and starring Orson Welles."
240,Mean Girls,screenwriter,Tina Fey,Q631103,Q14540,"Mean Girls is a 2004 American teen comedy film directed by Mark Waters, and written by Tina Fey."
241,Hangmen Also Die!,screenwriter,Bertolt Brecht,Q758585,Q38757,"was Bertolt Brecht's only script for a Hollywood film: the money Hangmen Also Die ! earned from the project enabled him to write The Visions of Simone Machard, Schweik in the Second World War and an adaptation of Webster's The Duchess of Malfi."
242,Three Amigos,screenwriter,Steve Martin,Q249288,Q16473,"Three Amigos is a 1986 American western comedy film directed by John Landis and written by Lorne Michaels, Steve Martin, and Randy Newman, who wrote the songs for the film."
243,Viva Zapata!,screenwriter,John Steinbeck,Q780350,Q39212,"The screenplay was written by John Steinbeck, using Edgcomb Pinchon's 1941 book Zapata the Unconquerable as a guide."
244,Chandra Mukhi,screenwriter,Salman Khan,Q1061778,Q9543,"Chandra Mukhi (Hindi: ) is a 1993 Hindi-language Indian feature film directed by Debaloy Dey starring Sridevi, Salman Khan, Mohnish Behl and Pran in lead roles."
245,The Big Boss,screenwriter,Bruce Lee,Q470374,Q16397,"Lee's strong performance overshadowed Tien, already a star in Hong Kong, and made Bruce Lee famous in Asia and eventually the world."
246,La Putain respectueuse,screenwriter,Jean-Paul Sartre,Q3212060,Q9364,La Putain respectueuse is an adaptation of Jean-Paul Sartre's 1946 play The Respectful Prostitute.
247,Secret Window,screenwriter,Stephen King,Q472165,Q39829,"It was written and directed by David Koepp, based on the novella Secret Window, Secret Garden by Stephen King, featuring a musical score by Philip Glass and Geoff Zanelli."
248,The Hearts of Age,screenwriter,Orson Welles,Q3008506,Q24829,The Hearts of Age is an early film made by Orson Welles.
249,F for Fake,screenwriter,Orson Welles,Q2251852,Q24829,"Far from serving as a traditional documentary on Elmyr de Hory, the film also incorporates Welles's companion Oja Kodar, notorious ""hoax-biographer"" Clifford Irving, and Orson Welles as himself."
